Grade,LetterGrade
36.861350707596074,F
24.035895595202817,F
93.54347136729643,A
63.32241356882078,D
87.71011270140144,A
41.230350356391895,F
62.12752832361483,D
4.732554761989139,F
68.4651655678815,C
48.90527605779024,F
37.96354085808462,F
48.20827231138082,F
94.24687592016882,A
33.70696728069682,F
29.27516966775262,F
38.55672309717632,F
51.606439322185274,F
26.29458297358288,F
67.9669340905672,C
5.662974250658892,F
75.43322412688407,C
49.02468593164361,F
90.40606557899225,A
88.66861988082016,A
66.0160615166702,C
56.68164232386709,D
23.827263290615196,F
91.9567822306702,A
13.539734768447076,F
78.43003521942774,B
46.736716542393054,F
85.89524340143834,B
12.740171553332424,F
88.2317202601231,A
57.642216536158294,D
63.69353513176998,D
83.02491803744225,B
65.66166037128849,D
47.81983990778489,F
92.44272927847162,A
50.787287724250895,F
8.90170578144499,F
64.24292369368546,D
99.09542953918343,A
45.092285309282644,F
44.952813728050955,F
5.366207779276911,F
98.43847600939677,A
64.70515425880899,D
78.01772792995753,B
55.18582952522636,F
28.489831333954672,F
91.87972574048806,A
3.5331374615918287,F
57.85629555993958,D
69.68046699944391,C
13.728383655654252,F
74.8875723690923,C
23.786618811190696,F
12.364757530642578,F
47.455013404050405,F
13.124747932097968,F
31.72246109211434,F
21.30760389755374,F
92.05557182055014,A
33.177034443566335,F
17.324715590600846,F
22.3618015226849,F
79.719264069934,B
77.26596091724831,B
89.29094457826773,A
83.16590269554835,B
29.355480639631114,F
63.607484206077324,D
12.954707303894864,F
89.49489539178494,A
44.821611677054165,F
52.851629012364484,F
9.719263713881432,F
10.052999167321364,F
64.14128471289557,D
79.24989051084565,B
34.11222616141146,F
3.97605611664269,F
4.412051248393933,F
66.04091947656873,C
5.43386597752713,F
59.67422631060365,D
40.488442898329424,F
62.93405772957503,D
96.4938865565871,A
27.169703890884744,F
70.48886783228282,C
55.81806612701015,F
41.00714834011006,F
96.13831387763794,A
24.10530148530038,F
18.79243334800944,F
75.49047577733361,C
26.871639402686963,F
99.61593567236189,A
88.25638795288778,A
31.78194839992662,F
95.66117831299908,A
90.64502050947709,A
58.325037447211216,D
13.716564884107463,F
55.64481649658504,F
76.0005629609896,B
39.364766313390135,F
29.66771662921185,F
85.39985817259176,B
29.084919878369497,F
37.95415908327141,F
8.885874086920598,F
2.0640030639945683,F
31.076173991066327,F
31.543770810709702,F
84.193256021518,B
59.39911009346991,D
56.283739018358645,D
50.33587214148716,F
34.10602272945744,F
29.641413652879223,F
53.319479893785704,F
36.441307855496966,F
57.78080640458714,D
51.54283906187387,F
17.462793278726952,F
19.093105432292322,F
81.6059354800876,B
30.615003981298784,F
43.9298952463013,F
90.05740657930666,A
26.204330368222305,F
45.039758211802486,F
76.95224119042412,B
3.3775677509532143,F
52.77045390868634,F
59.49874229985992,D
36.16058035971178,F
57.99267017329422,D
99.66663961783969,A
37.8882636752145,F
42.758851555202114,F
29.19802015219769,F
8.383399015409388,F
70.7449103814081,C
99.19551394448096,A
69.5068064885527,C
84.86344770368227,B
93.49331951004646,A
3.317167995177439,F
69.27318039190149,C
63.695393949753345,D
15.800685306897865,F
37.49622645840959,F
5.503260215332039,F
3.891177229720244,F
26.821490678040306,F
89.55295034279082,A
65.7635735493845,D
10.376784451079047,F
54.20641998359639,F
56.74354180335992,D
71.22135718472221,C
78.35602551410906,B
33.29645909128664,F
12.635727084015812,F
47.241544674203126,F
13.556709725168526,F
24.382938755656824,F
18.736143275012253,F
89.51252336384783,A
81.71500630822092,B
94.11020724431997,A
48.31057324322574,F
99.87328155412465,A
54.852091374964004,F
17.705266870824556,F
91.09104944672136,A
11.749598373682025,F
83.30025986727023,B
22.455385349121826,F
36.27376378775363,F
30.726546219487194,F
84.75511358870178,B
55.685964694858214,F
96.0487793490834,A
17.118097917803553,F
33.583534122964934,F
18.844665005642945,F
1.0106525312599923,F
9.680342110982831,F
67.31715654670616,C
19.105899053400766,F
3.6639829850590666,F
28.322418198264476,F
4.318722733418223,F
89.35959649583064,A
8.154541266729787,F
59.738157103739894,D
67.74096033143329,C
5.376237233197301,F
27.015962510963433,F
1.6667324638066083,F
64.02827846151274,D
97.6944632319915,A
28.965120410027346,F
15.126534799154845,F
87.17679970502824,A
96.84354350508443,A
32.76980486235696,F
86.35398477015144,A
87.451089249551,A
27.763137132746518,F
68.61895884682528,C
44.23027084800513,F
44.884258537128886,F
0.4716149164760375,F
51.49830985117472,F
38.08851589859257,F
54.45773390133588,F
69.452793337523,C
6.835311572993808,F
21.62941032462714,F
36.354606363929335,F
30.973795185591946,F
19.877476823507955,F
72.34028965265324,C
64.0984650801597,D
75.17543830616961,C
32.964114077261584,F
54.99546133336186,F
90.9824867126176,A
27.08611936417389,F
97.90088919635778,A
56.02615407307283,D
82.08366225164934,B
57.05691119375158,D
17.174074296515606,F
11.070927349832505,F
70.39977291211586,C
13.271522882845666,F
90.90688185948005,A
71.49664256071333,C
96.36047428025476,A
17.811651123882623,F
15.453796576900602,F
1.9333233449354892,F
31.73215861271497,F
79.90066385487806,B
67.87875747128801,C
45.35764038424299,F
75.91715563735978,C
85.18820474942584,B
78.49517989198756,B
2.636772033957102,F
95.35910994887747,A
35.50394327377213,F
36.92686879273482,F
63.65371861796167,D
96.2604283305833,A
34.22531356054051,F
40.58030482246395,F
90.00452474798362,A
84.1541588608532,B
22.460237041853816,F
65.47361875802767,D
32.59706876509051,F
67.35078991921507,C
44.82207295546768,F
80.00346204398319,B
63.30049551338378,D
88.36609274952878,A
5.914439275888594,F
48.97164688007949,F
27.6699531438387,F
7.124397264835547,F
97.61057745281997,A
63.49348552333063,D
91.40856285872066,A
86.67705030670136,A
32.04028908612613,F
76.87162034872911,B
56.88084843948279,D
58.985226069256036,D
29.47226209373245,F
77.55593774182678,B
93.36779489081502,A
41.3970655924636,F
44.826640831651574,F
13.005051962935744,F
92.19444284827503,A
68.28933030512978,C
31.350646152237395,F
26.016788740171947,F
47.05312336222984,F
98.29343051621007,A
92.87962237181699,A
58.75613349656247,D
9.207532070740665,F
8.667199062190035,F
18.067713690101904,F
44.78539023377313,F
1.8613331891629836,F
29.685107064701633,F
18.483847140971687,F
6.732430457982009,F
5.252699433214736,F
95.08457039195676,A
35.87402855129794,F
85.43669051078999,B
62.32151690672052,D
78.2766038995493,B
20.900871217886163,F
91.52948081835868,A
15.358503588071649,F
60.26022301821139,D
83.59346402742919,B
98.83551641252492,A
27.861326702440714,F
22.39814029876539,F
9.205656304530596,F
54.0136149898659,F
44.23506236300786,F
26.820443637194213,F
2.1177259123265735,F
3.150330907171528,F
39.830560574597065,F
46.02901463793262,F
39.63927018608834,F
62.209373945560266,D
99.85190961092722,A
50.39308719817663,F
0.17715848069671525,F
20.590114728320742,F
40.07077101855424,F
98.92938199056775,A
43.24955071501522,F
12.25060362287229,F
79.66454988903148,B
65.39932812908044,D
3.6655594269285663,F
1.5214634568573082,F
53.3368886930726,F
89.43464456493375,A
50.65793944969555,F
79.6851617943028,B
17.634603350229362,F
81.4916702278166,B
61.06717440956817,D
45.454673177240856,F
29.155134935303284,F
9.422108704249021,F
30.709184493300356,F
78.12600005343346,B
37.70432278550291,F
65.28277088390776,D
57.06624511649768,D
25.461314696103564,F
79.59116169278677,B
68.56306090744934,C
96.93637369516489,A
65.94499339927606,D
41.75881236678145,F
32.294927719127564,F
80.62784624498401,B
3.447274380616372,F
36.5334190280068,F
30.29471459664066,F
62.97349252707002,D
84.75470352343746,B
10.426263283718617,F
49.41939837057837,F
43.21524917310057,F
64.17282913293982,D
99.51172527087343,A
66.21762758082396,C
89.57362149759722,A
13.09842155252583,F
16.90672327026198,F
46.398567115519995,F
84.9575707699293,B
40.27098074533324,F
20.06933267659171,F
97.67175511361937,A
8.636335699675934,F
75.1465443599432,C
72.9571589186493,C
16.64726063120846,F
25.437287911293303,F
82.2985376927566,B
63.52023207465162,D
11.818904447636703,F
45.515137267630365,F
14.339199685777738,F
46.38426089199002,F
73.55309613447912,C
45.1646970073491,F
61.52668437594164,D
62.37142328185274,D
38.950547583287864,F
33.15664960479092,F
28.983789836069295,F
76.94429261403543,B
31.714306746623823,F
28.525809092283318,F
6.671322141479818,F
69.55262863548252,C
58.04380145297476,D
92.69791043099255,A
91.18162512877768,A
55.229255272260716,F
96.1801085699112,A
78.83537185073898,B
49.562872560433355,F
10.094536383934404,F
76.88153772206394,B
25.36401947512249,F
18.182388082851595,F
68.40523396540881,C
25.754024742816483,F
70.2109021433953,C
5.398360264304525,F
86.02153654607207,A
99.03731316085104,A
82.3123239246359,B
62.742510140933796,D
54.119780739098765,F
12.883555754489674,F
44.13773708823706,F
59.83720611966956,D
48.0784085263624,F
50.50355904042685,F
56.67369480486973,D
81.84739214222726,B
43.16144224707266,F
23.20734643771121,F
41.31293390616436,F
62.95429828416097,D
24.491685691861875,F
46.064868829246606,F
22.04638333458815,F
47.84883681179538,F
3.5856132838210097,F
4.2490582343723045,F
61.77835878056357,D
23.546150154655454,F
67.27193506227329,C
60.58805054297495,D
68.13934599391305,C
13.462322703549635,F
94.48843805033358,A
81.90728205442676,B
79.13353336896996,B
1.2677668170341438,F
30.495772212096796,F
85.84956720082896,B
64.40632229157895,D
96.03489970315312,A
24.455042583454322,F
93.38052286555592,A
47.1009089277305,F
44.228554594396165,F
84.76499891404549,B
46.224113821008686,F
79.85265405611084,B
79.13369947979018,B
79.73627153180837,B
13.61914704144458,F
43.43909174456392,F
76.77883480903904,B
27.693585623766637,F
11.54323961867968,F
85.10870469124318,B
49.688100733786925,F
19.580959099214635,F
2.982423626313846,F
66.87945784425622,C
4.418655925679427,F
38.892876929667665,F
51.14785289307315,F
39.409781098079044,F
62.45490686651466,D
97.15731918351179,A
95.39148521919194,A
91.81202804495034,A
17.015755385982565,F
8.900896111769807,F
70.99288542766402,C
22.683662551592544,F
23.733648464006972,F
8.175534523623973,F
75.31237224062367,C
3.8644341434989293,F
4.72982949637154,F
16.33619263630265,F
64.26865193174169,D
34.63705858772932,F
7.513595198367695,F
24.52274726830641,F
91.13175969862326,A
9.449544735042048,F
18.40363713878288,F
13.444107232668346,F
14.015482449364757,F
61.51316256857371,D
4.053913529982244,F
11.164371679595265,F
70.39756132609708,C
72.17265492209722,C
17.429211202301254,F
94.54350205304229,A
19.580257731189675,F
15.761824563362048,F
31.893741973517585,F
57.20358176809217,D
26.401109618305075,F
24.039467625799826,F
9.226950936032697,F
31.51908590689351,F
46.104489250285226,F
43.23109431050287,F
20.139981495792057,F
14.593409185993245,F
25.415935502376406,F
33.41181579564788,F
61.226957355859945,D
92.78501379434724,A
1.306898462296091,F
5.1924865337949715,F
46.063960630231726,F
91.37001892933203,A
28.115952016732805,F
45.164256952625614,F
2.119730306897172,F
76.89229827809851,B
35.95889423210331,F
99.37353721948986,A
56.699120608341104,D
94.84092880389761,A
94.47591632686083,A
80.17348124186081,B
62.791600225941814,D
44.08673688030946,F
90.56622222364793,A
97.03491200668141,A
77.32859886587478,B
66.00843548365111,C
6.262912078482962,F
17.42968065392421,F
89.01741345083025,A
64.58712061513438,D
83.54709240784464,B
7.6733216438258705,F
86.92269684858196,A
37.31005561671987,F
5.6132776034084735,F
74.83760783174203,C
18.896930719887838,F
83.46812118280523,B
18.43737683734652,F
57.00695888843086,D
75.01705206411624,C
94.53924422030529,A
39.85230216188993,F
80.45816892792888,B
74.81100053985995,C
76.79317916990261,B
28.939828736329687,F
25.84741490607163,F
63.014468925419266,D
60.422996185538935,D
35.955484647760194,F
64.44741780211962,D
2.246083324013215,F
45.664340671454376,F
6.1806605647655495,F
46.14123314326481,F
72.14988773921085,C
45.90925066368436,F
42.522025202800386,F
30.932197571462396,F
82.17520902273631,B
7.070288158402582,F
71.31772602980145,C
64.60339819480569,D
79.60945258797544,B
80.4821531658208,B
22.499454921123217,F
16.301953929683844,F
79.16336804521512,B
27.130394692317083,F
6.730855205374475,F
24.225754377482545,F
78.47949259828756,B
8.857359155267996,F
5.55571666200273,F
67.61996452274003,C
36.7758735832155,F
13.55241834342894,F
96.91554263379834,A
84.92294890694359,B
15.392007692799158,F
30.786468436663228,F
16.63660370914335,F
69.72161958418268,C
64.46405858852283,D
12.686974349660085,F
63.44310135891126,D
65.3779289010321,D
78.99431554166851,B
32.8321288992398,F
52.47421391440249,F
31.51672747110268,F
25.719798347777044,F
55.812923380232604,F
73.40114507651148,C
93.8109357722147,A
85.21586221233993,B
13.678414407808514,F
32.26148228239768,F
37.27763178586275,F
38.29823299761005,F
88.14841479854664,A
25.019983242699816,F
54.277144595101134,F
71.75075677619121,C
6.785295449249196,F
52.407503571697255,F
15.473318877423715,F
24.688300948680862,F
92.22379601945248,A
14.506231421427806,F
69.58636172050858,C
49.83273707609553,F
99.90986171304293,A
42.71550263897591,F
96.47783265618608,A
7.057433811731128,F
21.403232422740526,F
90.81090948304335,A
8.326968516410737,F
60.062515771675315,D
57.73577639520069,D
76.40692550218658,B
29.325948176181804,F
27.050970976384782,F
7.94752697638147,F
98.42038365775637,A
80.77565841343886,B
15.137875227632813,F
29.290236018402773,F
74.14428376456767,C
0.3609675180280658,F
25.89642607369399,F
54.25247390883185,F
19.638597234612888,F
67.11375408603048,C
37.36410544053423,F
88.70325364045603,A
8.065842857626059,F
10.926169175519696,F
87.85220189053364,A
16.39014020741393,F
66.2496801744358,C
21.369530679389513,F
64.49616325383666,D
49.45668082469202,F
49.46692506795942,F
10.992395665278387,F
79.34620721977439,B
76.05495608580243,B
72.17218500973888,C
57.43077663166425,D
4.622465673168275,F
37.89618624416522,F
71.19286047300423,C
56.84671611925284,D
30.37721470213899,F
59.62748125706177,D
39.42840817688833,F
82.3466860583951,B
23.11653668378004,F
14.532980081712953,F
34.02314359646961,F
90.15010213811053,A
25.59383020399738,F
46.904113888651786,F
67.40261489417152,C
54.367353902686965,F
81.12799089207581,B
91.63230150192052,A
54.00510931517047,F
95.61786384519107,A
9.020829033016653,F
55.74835954451001,F
59.37591802716056,D
31.92616387278564,F
10.925193322830529,F
80.92180103964321,B
84.91250776291432,B
4.852586170420148,F
37.614868058370746,F
8.605436078011008,F
92.76676761050116,A
84.37790267348471,B
27.642303980480676,F
86.2928178316866,A
61.17193892191209,D
11.559887961954962,F
64.20713227947851,D
70.13644273915342,C
80.18349515853255,B
21.018602692716893,F
88.43966979849982,A
19.55156335351265,F
83.13797005474234,B
24.4974719986221,F
76.70004061629821,B
1.5178795687101454,F
82.46232330522228,B
38.99938619790054,F
18.47096459727401,F
19.106772640252736,F
5.748094092017563,F
87.51132385052712,A
67.04129724350626,C
57.58787499441965,D
85.15073709177126,B
64.65390748407687,D
79.36417398210332,B
80.49322358300579,B
20.2676762901305,F
59.7281715415024,D
10.508801040377225,F
74.24298936953933,C
68.17771766903917,C
0.02358478506852002,F
11.308752109529951,F
64.36844087422371,D
18.003941580464875,F
82.23240843393616,B
42.984853483689136,F
26.14909072741739,F
9.352092205189477,F
11.720206613650163,F
8.973870243672222,F
4.197364074115917,F
40.92694389695988,F
95.20799901668826,A
99.21715769082954,A
21.379620937683452,F
44.10323127565812,F
66.52275209575119,C
60.68694128450433,D
79.73671809191654,B
32.14057344978693,F
70.03674402062853,C
28.28792530687335,F
73.80154783764455,C
32.51475275729181,F
65.3408167715919,D
59.86469679119701,D
72.7921023317648,C
10.234495368905128,F
65.22187196287518,D
67.67216953026428,C
86.42836367678332,A
19.9669460203205,F
46.96011583520592,F
76.61585136120024,B
64.64176360662641,D
52.31542198034891,F
46.994035570993795,F
79.26171064339638,B
19.900340991231293,F
13.563844525345758,F
6.19649767032433,F
30.682144534898057,F
90.43222919542642,A
63.77614666325064,D
24.120430290972237,F
73.90908143378255,C
48.08851259961804,F
77.85285820392274,B
30.849149097457705,F
54.705919974015295,F
94.7498304884235,A
75.76308864153195,C
76.10746865172334,B
43.98156707225343,F
1.7519055465370026,F
52.680204734988465,F
34.3298081413498,F
83.89669857941372,B
34.405506542504526,F
43.48086654033848,F
65.10772889585145,D
40.25087707987937,F
93.07862234881085,A
11.029774651517155,F
0.7823818688366124,F
23.51270444820791,F
95.71163704715515,A
87.14696615425521,A
48.80465425046733,F
66.9889183471943,C
25.015238868079713,F
42.679534602550284,F
48.804153456595756,F
14.132206832220007,F
44.562730915799555,F
96.04016913137181,A
98.39828327083234,A
17.784047541959346,F
79.2056775030982,B
25.319207627710693,F
0.3839755472040185,F
79.89047179968274,B
31.869808854705852,F
19.642957773722593,F
81.05668665756325,B
0.3962690375436284,F
11.431530734638805,F
70.80224318219629,C
51.89795770861969,F
53.96545409369664,F
9.688612041949362,F
21.906979889843882,F
37.993089716804754,F
27.717032916259342,F
35.092050216397375,F
70.32511038458318,C
5.111102614669005,F
22.22464519782845,F
72.00957855930535,C
71.71280424438729,C
61.78127508289466,D
14.631997085791838,F
99.58886735975508,A
29.674991322120825,F
68.94527913983562,C
12.756510651331643,F
14.789972847636989,F
50.66546434502095,F
78.52584808196148,B
6.877946344300501,F
76.90316585990516,B
74.62854596635623,C
60.7021273678735,D
91.79925770651218,A
57.64214241006053,D
52.79721282378086,F
8.959063349305419,F
52.27242682693765,F
49.275822234423096,F
14.534068427125735,F
39.44162132350544,F
65.85668196306491,D
57.58204308275467,D
51.38088067702052,F
37.35908700743157,F
96.42016565269108,A
67.00270473766122,C
94.38609927170243,A
55.21732120718068,F
22.621999741182762,F
51.94503683824843,F
16.207872134672343,F
14.807601971112893,F
62.804758604775145,D
84.06086411909199,B
12.9999916692616,F
25.628293796198232,F
49.5382280537704,F
27.69999636270104,F
8.716180955868557,F
52.7435523306659,F
15.194299757428775,F
73.32232867691931,C
84.50470504128599,B
8.110333643075208,F
57.2890848418789,D
88.80341539711259,A
70.14941672203996,C
84.54775733654178,B
57.27971331752304,D
48.183944275355984,F
5.522045642626361,F
42.650403132164314,F
1.4687676754105206,F
77.66559085494984,B
63.87818737025871,D
85.06844200184521,B
13.664704257362391,F
34.617262015094084,F
21.9386768054911,F
98.77438715445507,A
64.8784838015388,D
5.825364285608359,F
11.935297299148484,F
29.455941098876636,F
39.87399130859705,F
38.00426106262723,F
66.45192562833091,C
73.74276133714562,C
48.69885857169292,F
27.17236640585715,F
47.2438715394739,F
29.84600355652145,F
37.30072446246575,F
92.46240587551694,A
89.6956460335591,A
28.586688276497863,F
91.52035098821631,A
14.412393793814571,F
51.74921462173805,F
29.917112855257166,F
31.01347826586114,F
7.040844833396287,F
10.517199537700183,F
80.33796156802757,B
97.21249642275434,A
45.790468182873504,F
28.993342151560864,F
96.3366180734405,A
66.41061585893146,C
31.823200409191,F
92.52923395882348,A
26.035097134158914,F
85.03964489648565,B
64.97887149302527,D
90.72527653518877,A
48.31545145715207,F
16.45953516077161,F
79.46992334032981,B
12.674763181509807,F
12.15028050944208,F
22.191907986097327,F
8.97557558414147,F
72.84867618800969,C
63.419615952910924,D
24.211518658441843,F
2.2187647735570026,F
52.5479365865044,F
30.871374582174305,F
43.576673308292534,F
35.80167502548887,F
60.32130526635427,D
65.37816823484674,D
79.68932141073783,B
40.554275683009614,F
33.32778332946851,F
34.4263173091514,F
98.3011329179991,A
52.880946314564326,F
93.30904440009981,A
19.494259255429625,F
71.0280982133378,C
18.829149724898652,F
27.302965026769233,F
77.28279167266217,B
16.219526493766466,F
23.371527066123,F
34.86250132952985,F
25.85421323222813,F
5.321524973088298,F
88.90915274384905,A
12.9405770891025,F
15.922696337176834,F
7.520022834525308,F
91.02486687012147,A
19.041861996199906,F
11.128713415905366,F
76.08784406843992,B
77.32505163791046,B
39.25559279912243,F
15.442127074682277,F
69.99224062321184,C
71.98675637343274,C
64.45069633810225,D
71.21321810836021,C
31.58197436072333,F
76.259241551808,B
60.74538973013674,D
79.03302467248555,B
42.47237133364816,F
53.13005731742292,F
61.16802210358237,D
71.86455720522646,C
68.44467834823567,C
62.29636029734784,D
61.86154709597871,D
28.612729705681407,F
84.81758715007398,B
94.50566028261876,A
96.88111895428264,A
70.54700913723397,C
19.406923406263477,F
86.88803502043432,A
93.6966055491526,A
32.763674803008314,F
61.363118577184835,D
92.50522822288052,A
28.735860031247242,F
17.51043186085488,F
8.434591456231876,F
52.319870034352455,F
35.818012322296255,F
60.81788691817616,D
12.77924838959208,F
16.424753261585103,F
12.282075677454674,F
8.198092025477576,F
98.84954695983691,A
59.1253732866378,D
88.29529917516626,A
78.58914322130201,B
8.11908938055581,F
60.03992549972308,D
53.075153690527586,F
73.48262208670498,C
51.0817865307299,F
97.94212837980886,A
97.60153354624265,A
12.485113162902872,F
69.33335313240286,C
78.40895525548602,B
41.19999019199896,F
27.24704408975184,F
90.28061857768091,A
55.78698872604235,F
63.653736399037754,D
96.28738602851635,A
70.52539064033368,C
28.74771521216123,F
7.728874260780705,F
79.00571833453522,B
74.66151187612995,C
33.81998228214089,F
3.056452860999892,F
77.6967312960677,B
25.893892085835557,F
66.07097010340509,C
60.936451969357954,D
59.87739551659169,D
73.6898027835717,C
79.59187292154695,B
76.881166764541,B
30.878884673349216,F
35.7131563050414,F
10.750313174348204,F
40.67378037510626,F
67.74700410047313,C
73.60855755939203,C
47.7819485094158,F
42.275342395280155,F
29.06506516082421,F
56.67772361836527,D
3.1786965794733057,F
60.37303936538433,D
42.80867273267762,F
48.64337706081203,F
29.336656476349198,F
30.953608325214187,F
31.351019756847055,F
19.74505812810926,F
6.397553126864242,F
34.441536450639774,F
92.20872037779213,A
27.065830895907062,F
3.0739174269732272,F
30.29997491361297,F
77.64183053862187,B
72.79530962703534,C
21.22772519558962,F
12.126485001290598,F
58.93275077651,D
40.683898909468354,F
4.0012368917480945,F
58.47208180637767,D
35.28286343171967,F
51.57315689456797,F
7.140164699067098,F
15.551266535556307,F
27.66242421211088,F
59.5627490485207,D
73.58576123417546,C
56.872301572490905,D
13.553333517043765,F
17.53498010230735,F
7.127206251099305,F
42.5923510564461,F
5.819990198286662,F
59.635136809342136,D
37.13915710229693,F
19.443128535051656,F
78.17764300500004,B
11.992162227604986,F
88.2514785751367,A
93.30011700214412,A
15.15874631394114,F
8.768148480131966,F
36.08922162907232,F
73.82909579878454,C
71.4521067710465,C
63.37408518701921,D
22.866613710942662,F
91.22155302107042,A
50.02819750480801,F
56.77292990508648,D
42.181137677684376,F
61.43952698932844,D
10.261385419647262,F
70.16949110506428,C
36.63762815913113,F
0.9264058887768267,F
35.53759867077269,F
16.09840614355249,F
76.40415657954716,B
68.06984274083851,C
33.929606520213405,F
65.97730502996572,D
8.552829638278237,F
0.25535623571206756,F
41.93674587550028,F
89.2112236392116,A
87.56986001820486,A
21.376373445964035,F
32.41840101263204,F
51.17261574885211,F
91.08392507852072,A
30.75506739943805,F
83.54603156717869,B
91.36206195240811,A
38.71719643231398,F
65.65118292535533,D
9.140881950994274,F
64.5154510338595,D
10.168500901188926,F
48.5647726773632,F
1.6441424133085025,F
7.14574124741646,F
64.02261781839364,D
56.105745735204515,D
6.645606679777282,F
78.82899143949327,B
76.14869238552912,B
87.31721648988075,A
60.523254273797775,D
98.42901121936325,A
23.486044309554146,F
95.98020446445263,A
50.741600633097896,F
48.85940156993684,F
97.99224774335326,A
23.888643163962865,F
10.983938250684155,F
32.85860946892577,F
24.425158725993068,F
49.0376188695422,F
54.75132213378354,F
22.614595356740363,F
39.22832632743957,F
88.0439067166553,A
25.945631574261796,F
68.09533769071646,C
21.672659725755196,F
70.03481005666316,C
90.10084206161144,A
92.25644251991855,A
59.746970756070425,D
61.55095211525272,D
99.97867682361895,A
93.10514925621693,A
2.57011531578889,F
71.2792480982048,C
4.057151035024842,F
11.917594073037662,F
42.59806940086,F
47.1978982716155,F
33.811189314899735,F
83.26522378155607,B
28.81809570960988,F
84.69525482912246,B
32.202249741360156,F
44.400865856841406,F
97.13370727983303,A
82.9553165003543,B
12.948177139032623,F
8.463030892221358,F
98.95259123427495,A
3.4618673664519317,F
3.3383658825715257,F
47.865425256805324,F
36.70746448751563,F
95.90969631694315,A
72.83947242760112,C
2.4936861712616,F
8.630962121337848,F
52.240197355182104,F
57.370961340741644,D
22.393799614305298,F
43.26104134550429,F
75.0529544371704,C
62.491375250092005,D
48.1543190179478,F
64.80372460811235,D
99.56945870463326,A
99.63342650743735,A
95.59695376935554,A
98.7588566381008,A
97.42811444321595,A
86.65732979635695,A
57.94043332362564,D
25.753377272885547,F
26.90465466402099,F
51.41964600229254,F
61.16594255361502,D
89.55569437599723,A
3.5876789977391965,F
29.311301988052364,F
80.04425419471475,B
3.4985802563862745,F
65.36086347271419,D
55.10158823842091,F
5.61912384284613,F
63.32086561715594,D
62.547092757172805,D
50.041827442308104,F
67.98678571778656,C
24.521358722386775,F
7.058297298521854,F
